user_id,followers,publicRepos,contributed_to_neo4j
130,21.0,0.0,False
131,13.0,30.0,False
132,17.0,68.0,False
133,65.0,79.0,True
134,339.0,214.0,False
135,23.0,52.0,False
136,8.0,34.0,False
137,14.0,57.0,False
138,19.0,37.0,False
139,4.0,5.0,False
140,132.0,28.0,False
141,175.0,290.0,True
142,6.0,62.0,False
143,2.0,5.0,False
144,0.0,1.0,False
145,182.0,51.0,False
146,15.0,54.0,False
147,0.0,0.0,False
148,1.0,21.0,False
149,0.0,1.0,False
150,121.0,71.0,False
151,2.0,28.0,False
152,26.0,54.0,False
153,582.0,143.0,False
154,224.0,177.0,False
155,2.0,16.0,False
156,3620.0,30.0,False
157,1.0,0.0,False
158,60.0,34.0,False
159,1006.0,11.0,False
160,5.0,6.0,False
161,10.0,3.0,False
162,24.0,5.0,False
163,208.0,62.0,False
164,4.0,1.0,False
165,307.0,320.0,False
166,113.0,82.0,False
167,8.0,19.0,False
168,11.0,23.0,False
169,25.0,23.0,False
170,167.0,71.0,False
171,295.0,53.0,False
172,55.0,29.0,False
173,228.0,67.0,False
174,39.0,31.0,False
175,35.0,67.0,False
176,57.0,367.0,False
177,2.0,3.0,False
178,140.0,79.0,False
179,1155.0,164.0,False
180,166.0,49.0,False
181,37.0,99.0,False
182,62.0,35.0,False
183,3.0,23.0,False
184,492.0,243.0,False
185,7.0,12.0,False
186,9.0,23.0,False
187,93.0,0.0,False
188,35.0,61.0,False
189,179.0,283.0,False
190,88.0,112.0,True
191,36.0,41.0,False
192,3.0,15.0,False
193,9.0,39.0,False
194,55.0,20.0,False
195,63.0,66.0,False
196,8.0,45.0,False
197,110.0,20.0,False
198,94.0,88.0,False
199,112.0,230.0,False
200,12.0,19.0,False
201,21.0,0.0,False
202,10.0,15.0,False
203,84.0,48.0,False
204,60.0,480.0,False
205,55.0,15.0,False
206,57.0,36.0,False
207,0.0,6.0,False
208,622.0,48.0,False
209,19.0,22.0,False
210,21.0,18.0,False
211,30.0,66.0,False
212,93.0,105.0,False
213,3.0,12.0,False
214,128.0,22.0,False
215,40.0,28.0,False
216,6.0,7.0,False
217,268.0,140.0,False
218,55.0,103.0,False
219,4.0,14.0,False
220,23.0,29.0,False
221,12.0,11.0,False
222,551.0,117.0,False
223,208.0,106.0,False
224,27.0,32.0,False
225,9.0,6.0,False
226,105.0,71.0,False
227,26.0,13.0,False
228,14.0,25.0,False
229,366.0,28.0,False
230,4.0,11.0,False
231,57.0,0.0,False
232,2098.0,92.0,False
233,0.0,0.0,False
234,15.0,25.0,False
235,2.0,149.0,False
236,263.0,214.0,False
237,5.0,6.0,False
238,73.0,65.0,False
239,56.0,608.0,False
240,21.0,27.0,False
241,15.0,9.0,False
242,0.0,1.0,False
243,1.0,11.0,False
244,49.0,16.0,False
245,4.0,20.0,False
246,7.0,9.0,False
247,50.0,18.0,False
248,18.0,32.0,False
249,130.0,30.0,False
250,99.0,201.0,False
251,34.0,143.0,False
252,,,False
253,15.0,10.0,False
254,,,False
255,24.0,71.0,False
256,5.0,5.0,False
257,50.0,56.0,False
258,0.0,41.0,False
259,4.0,45.0,False
260,81.0,118.0,False
261,6.0,11.0,False
262,1.0,0.0,False
263,40.0,46.0,False
264,0.0,7.0,False
265,0.0,1.0,False
266,44.0,34.0,False
267,131.0,42.0,False
268,101.0,91.0,False
269,33.0,44.0,False
270,37.0,48.0,False
271,119.0,59.0,False
272,10.0,15.0,False
273,30.0,49.0,False
274,23.0,113.0,False
275,89.0,39.0,False
276,199.0,140.0,False
277,71.0,6.0,False
278,4.0,0.0,False
279,48.0,195.0,True
280,57.0,107.0,False
281,3.0,1.0,False
282,28.0,46.0,False
283,82.0,78.0,False
284,81.0,24.0,False
285,55.0,62.0,False
286,156.0,438.0,False
287,61.0,143.0,False
288,166.0,88.0,False
289,12.0,53.0,False
290,40.0,32.0,False
291,31.0,63.0,False
292,0.0,11.0,False
293,4.0,39.0,False
294,0.0,2.0,False
295,9.0,31.0,False
296,1.0,77.0,False
297,14.0,193.0,False
298,10.0,26.0,False
299,7.0,16.0,False
300,7.0,15.0,False
301,6.0,7.0,False
302,56.0,114.0,False
303,1.0,5.0,False
304,6.0,6.0,False
305,10.0,12.0,False
306,2.0,2.0,False
307,50.0,48.0,False
308,19.0,56.0,False
309,76.0,248.0,False
310,279.0,169.0,False
311,16.0,33.0,False
312,20.0,43.0,False
313,6.0,12.0,False
314,0.0,2.0,False
315,3.0,32.0,False
316,19.0,1.0,False
317,0.0,10.0,False
318,1.0,24.0,False
319,1.0,7.0,False
320,0.0,22.0,False
321,10.0,0.0,False
322,1.0,0.0,False
323,1.0,3.0,False
324,196.0,13.0,False
325,307.0,156.0,True
326,39.0,44.0,False
327,48.0,74.0,False
328,211.0,21.0,False
329,0.0,29.0,False
330,4.0,5.0,False
331,1.0,29.0,False
332,0.0,9.0,False
333,10.0,109.0,False
334,35.0,270.0,False
335,6.0,30.0,False
336,2.0,34.0,False
337,25.0,51.0,False
338,0.0,16.0,False
339,3.0,20.0,False
340,8.0,30.0,False
341,48.0,1140.0,False
342,1.0,15.0,True
343,5.0,20.0,False
344,162.0,147.0,False
345,4.0,12.0,False
346,423.0,268.0,False
347,1.0,0.0,False
348,29.0,66.0,False
349,54.0,483.0,False
350,12.0,58.0,False
351,5.0,118.0,False
352,4.0,91.0,False
353,3.0,24.0,False
354,24.0,1020.0,False
355,2.0,16.0,False
356,64.0,2.0,False
357,5.0,11.0,False
358,10.0,145.0,False
359,1.0,10.0,False
360,33.0,15.0,False
361,3.0,32.0,False
362,122.0,32.0,False
363,56.0,40.0,False
364,239.0,64.0,False
365,16.0,16.0,False
366,43.0,22.0,False
367,65.0,93.0,False
368,2.0,1.0,False
369,21.0,0.0,False
370,65.0,87.0,False
371,58.0,41.0,False
372,6.0,0.0,False
373,1.0,1.0,False
374,100.0,141.0,False
375,45.0,30.0,False
376,61.0,72.0,False
377,11644.0,18.0,False
378,24.0,38.0,True
379,56.0,93.0,False
380,59.0,109.0,True
381,164.0,95.0,False
382,246.0,1.0,False
383,36.0,66.0,False
384,1575.0,38.0,False
385,242.0,12670.0,False
386,44.0,2291.0,False
387,132.0,70.0,False
388,5.0,1.0,False
389,4.0,5.0,False
390,38.0,96.0,False
391,4.0,13.0,False
392,21.0,1081.0,False
393,62.0,14.0,False
394,87.0,114.0,False
395,25.0,133.0,False
396,12.0,20.0,False
397,19.0,2.0,False
398,0.0,1.0,False
399,13.0,2.0,False
400,21.0,12.0,False
401,5.0,0.0,False
402,10.0,6.0,False
403,278.0,476.0,False
404,67.0,78.0,False
405,25.0,35.0,False
406,8.0,29.0,False
407,35.0,152.0,False
408,13.0,19.0,False
409,135.0,252.0,False
410,2.0,14.0,False
411,64.0,268.0,False
412,125.0,58.0,False
413,36.0,17.0,False
414,20.0,3.0,False
415,33.0,19.0,False
416,33.0,8.0,False
417,18.0,22.0,False
418,38.0,19.0,True
419,6.0,14.0,False
420,211.0,63.0,False
421,35.0,25.0,False
422,2.0,9.0,False
423,55.0,43.0,True
424,7.0,47.0,False
425,1.0,5.0,False
426,0.0,3.0,False
427,16.0,18.0,False
428,14.0,23.0,False
429,3.0,13.0,False
430,57.0,2.0,False
431,10.0,83.0,False
432,3.0,59.0,False
433,0.0,11.0,False
434,0.0,0.0,False
435,8.0,48.0,False
436,465.0,79.0,False
437,15.0,3.0,False
438,35.0,69.0,False
439,167.0,29.0,False
440,41.0,26.0,False
441,86.0,108.0,False
442,5.0,7.0,False
443,35.0,3.0,False
444,119.0,22.0,False
445,102.0,12.0,False
446,2.0,1.0,False
447,6.0,42.0,False
448,30.0,6.0,False
449,39.0,0.0,False
450,16.0,5.0,False
451,4.0,19.0,False
452,3.0,22.0,False
453,114.0,85.0,False
454,69.0,105.0,False
455,6.0,25.0,False
456,5.0,0.0,False
457,10.0,36.0,False
458,1.0,10.0,False
459,4.0,5.0,False
460,49.0,59.0,False
461,93.0,39.0,False
462,3.0,3.0,False
463,102.0,61.0,False
464,43.0,82.0,False
465,1.0,0.0,False
466,0.0,3.0,False
467,140.0,34.0,False
468,0.0,0.0,False
469,40.0,217.0,False
470,23.0,27.0,False
471,38.0,35.0,False
472,6.0,24.0,False
473,3.0,86.0,False
474,7.0,10.0,False
475,7.0,41.0,False
476,27.0,17.0,False
477,23.0,29.0,False
478,1.0,23.0,False
479,142.0,127.0,False
480,32.0,49.0,False
481,2.0,37.0,False
482,3.0,6.0,False
483,2.0,35.0,False
484,8.0,28.0,False
485,4.0,17.0,False
486,15.0,52.0,False
487,104.0,109.0,False
488,79.0,81.0,False
489,42.0,71.0,False
490,41.0,25.0,False
491,22.0,14.0,False
492,23.0,65.0,False
493,21.0,199.0,False
494,17.0,5.0,False
495,39.0,20.0,False
496,20.0,70.0,False
497,50.0,50.0,False
498,10.0,11.0,False
499,17.0,24.0,False
500,53.0,89.0,False
501,25.0,27.0,False
502,58.0,55.0,False
503,39.0,21.0,False
504,17.0,44.0,False
505,24.0,65.0,False
506,3.0,4.0,False
507,16.0,18.0,False
508,3.0,3.0,False
509,6.0,18.0,False
11760,1.0,1.0,True
11779,66.0,102.0,True
11811,56.0,80.0,True
11842,4.0,31.0,True
11995,51.0,40.0,True
12019,14.0,3.0,True
12027,0.0,3.0,True
12111,14.0,15.0,True
12120,12.0,67.0,True
12147,6.0,25.0,True
12179,0.0,3.0,True
12241,28.0,29.0,True
12265,2.0,8.0,True
12377,41.0,36.0,True
12397,233.0,127.0,True
12425,6.0,23.0,True
12436,36.0,35.0,True
12464,16.0,19.0,True
12478,64.0,28.0,True
12501,2.0,1.0,True
12503,218.0,51.0,True
12528,0.0,4.0,True
12531,1.0,11.0,True
12534,1.0,19.0,True
12544,43.0,16.0,True
12559,6.0,22.0,True
12582,14.0,10.0,True
12622,1.0,7.0,True
12629,3.0,1.0,True
12630,0.0,7.0,True
12637,267.0,34.0,True
12667,0.0,2.0,True
12669,1.0,3.0,True
12692,9.0,20.0,True
12702,1.0,3.0,True
12703,12.0,2.0,True
12706,38.0,769.0,True
12736,3.0,11.0,True
12739,12.0,32.0,True
12761,2.0,7.0,True
12766,2.0,10.0,True
12772,9.0,24.0,True
12795,63.0,37.0,True
12825,10.0,14.0,True
12841,141.0,121.0,True
12869,58.0,151.0,True
12926,3.0,19.0,True
12972,328.0,209.0,True
12993,3.0,1.0,True
12994,8.0,63.0,True
13022,49.0,22.0,True
13041,2.0,1.0,True
13043,0.0,4.0,True
13046,278.0,42.0,True
13077,12.0,20.0,True
13094,94.0,76.0,True
13121,3.0,36.0,True
13149,95.0,82.0,True
13180,29.0,74.0,True
13209,6.0,24.0,True
13234,24.0,58.0,True
13263,14.0,25.0,True
13287,82.0,58.0,True
13314,16.0,17.0,True
13330,7.0,12.0,True
13342,13.0,33.0,True
13371,14.0,35.0,True
13401,15.0,42.0,True
13448,30.0,53.0,True
13478,77.0,105.0,True
13508,1.0,4.0,True
13510,5.0,19.0,True
13527,1.0,4.0,True
13531,0.0,11.0,True
13547,3.0,16.0,True
13635,73.0,15.0,True
13649,48.0,13.0,True
13663,8.0,25.0,True
13681,5.0,10.0,True
13689,17.0,21.0,True
13707,1.0,13.0,True
13745,24.0,14.0,True
13758,168.0,8.0,True
13771,8.0,2.0,True
13799,0.0,6.0,True
13805,1.0,8.0,True
13807,1.0,2.0,True
13808,6.0,17.0,True
13824,24.0,39.0,True
13848,32.0,53.0,True
13879,3.0,9.0,True
13886,1261.0,254.0,True
13914,73.0,199.0,True
13938,244.0,1.0,True
13940,230.0,29.0,True
13968,16.0,22.0,True
13991,18.0,41.0,True
14017,18.0,10.0,True
14027,67.0,6.0,True
14034,95.0,17.0,True
14057,43.0,24.0,True
14079,118.0,155.0,True
14110,84.0,3.0,True
14113,47.0,75.0,True
14143,45.0,20.0,True
14162,1.0,0.0,True
14163,63.0,75.0,True
14192,82.0,17.0,True
14204,154.0,13.0,True
14217,63.0,111.0,True
14242,4.0,34.0,True
14272,17.0,54.0,True
14300,6.0,20.0,True
14318,6.0,29.0,True
14344,20.0,84.0,True
14371,16.0,3.0,True
14375,41.0,49.0,True
14401,56.0,90.0,True
14428,8.0,34.0,True
14455,25.0,35.0,True
14483,215.0,57.0,True
14510,2.0,51.0,True
14541,104.0,187.0,True
14569,9.0,31.0,True
14598,0.0,1.0,True
14599,30.0,32.0,True
