longitude,latitude,name
-73.9829219091849,40.76380762325644,ED SULLIVAN THTR
-73.98375310434135,40.76440130450186,STUDIO 54
-73.96566408280091,40.79823099029733,DOUGLASS II HOUSES BUILDING 13
-73.96826347823993,40.788353212038,BROWNSTONES HOUSES BUILDING 27
-73.9476517312946,40.813276483717175,ST NICHOLAS HOUSES BUILDING 11
-73.94675811678952,40.79838192156359,TAFT PROJECTS
-73.98408081293341,40.71235657857696,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL
-73.94754072240666,40.78628677081695,WASHINGTON LEXINGTON SENIOR CENTER
-73.94744695013298,40.786403796398304,WASHINGTON HOUSES BUILDING 15
-73.95049520019991,40.79030905968711,CARVER HOUSES BUILDING 5
-73.94767768256486,40.79840373020637,TAFT PROJECTS BUILDING 2
-74.00265633817676,40.74911927628062,ELLIOTT PROJECTS BUILDING 2
-73.9657044808687,40.797579852445985,F DOUGLASS 1 HOUSES BLDG 12
-73.94479788012079,40.78935683186207,WASHINGTON PROJECTS BLDG 14
-73.96376637797675,40.79676192599516,F DOUGLASS PROJECTS BLDG 7
-73.97982536761543,40.778962200401224,HAMILTON SENIOR CENTER
-73.9957188410655,40.72056903678117,MOTT ST SENIOR CENTER
-73.93920846472196,40.803039816693826,PARK AVE E 122ND 123RD ST HOUSES
-73.99877528854849,40.711506171302155,SMITH HOUSES BUILDING 10
-73.94053369353428,40.78805301016923,EAST RIVER SENIOR CENTER
-74.01381149298304,40.717972811183444,STUYVESANT HIGH SCHOOL
-73.98364770123709,40.761443846394116,WINTER GARDEN THEATRE
-73.94093364885325,40.8184391554615,SAMUEL I MHOP HOUSES BUILDING 41
-73.9902403294589,40.71229583224593,RUTGERS HOUSES BUILDING 4
-73.94280819326421,40.82103783290029,DREW-HAMILTON PROJECTS BLDG 2
-73.93246399975466,40.79936833364682,WAGNER HOUSES BUILDING 9
-73.9652772459258,40.7964278174214,DOUGLASS HOUSES 2 BLDG 3
-73.9449555637908,40.794582486360376,CLINTON HOUSES BUILDING 2
-73.93992389477961,40.796567565039304,JEFFERSON HOUSES BUILDING 15
-73.93937539468192,40.78765713015817,E RIVER PROJECTS BUILDING 8
-73.98777134038669,40.758685947115715,JACOBS THEATRE
-73.94900564325918,40.81135528889941,ST NICHOLAS HOUSES BLDG 7
-73.94056698689093,40.78662094697262,EAST RIVER HOUSES GARAGE
-73.9463111760656,40.78851450602349,WASHINGTON HOUSES BUILDING 8
-73.95545538015445,40.800948961599914,TAFT REHABS BUILDING 1
-73.93762809490391,40.832040246702185,POLO GROUNDS TOWERS BLDG 4
-73.96805902955809,40.788762589537285,BROWNSTONES HOUSES BUILDING 14
-73.98480808483656,40.75617724082279,WOODSTOCK SENIOR CENTER
-73.95006157922617,40.810012365320944,APOLLO THEATRE
-73.96928326931967,40.788441515273014,BROWNSTONES HOUSES BUILDING 32
-73.96767765519142,40.79827915410077,DOUGLASS ADDITION PROJECTS
-73.96800871668857,40.78872519167639,BROWNSTONES HOUSES BUILDING 13
-73.99366428848428,40.75854350526275,PLAYWRIGHTS HORIZONS THEATER
-73.96342468574069,40.774155229264814,NY HEADACHE CENTER
-73.97780733911064,40.75817944580636,ROCKEFELLER CENTER POST OFFICE
-73.94094780183006,40.818515869944704,SAMUEL MHOP I HOUSES BUILDING 40
-73.94118202425281,40.81738806955328,SAMUEL MHOP I HOUSES BUILDING 42
-73.98750927953347,40.72819757912453,ORPHEUM THEATRE 2 AV
-73.98516375657248,40.77459251359865,HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTICE
-73.98512054784348,40.77466577815181,HIGH SCHOOL OF ARTS AND TECHNOLOGY
-74.0016447150741,40.71136483594101,URBAN ASSEMBLY MAKER ACADEMY
-73.9462204199533,40.7943778194164,CLINTON HOUSES BUILDING 4
-73.98789784611918,40.71178968168801,LA GUARDIA PROJECTS BLDG 3
-73.93755519590998,40.8105774696874,ABRAHAM LINCOLN HOUSES BLDG 10
-73.93688978489678,40.8319210872773,POLO GROUNDS TOWERS BLDG 8
-74.00213130192182,40.74246050170154,NYC LAB HS FOR COLL STUDIES
-74.0017726153684,40.711373376411544,M BERGTRAUM H S
-73.95938681224783,40.765533307711614,TALENT UNLIMITED
-73.93705005790198,40.83280219042524,RANGEL PROJECTS BUILDING 3
-73.98591625407487,40.773413129739595,AMSTERDAM HOUSES BUILDING 3
-73.95962439828381,40.76565691347455,URBAN ACADEMY LABORATORY HIGH SCHOOL
-73.9595737257906,40.765628538120986,VANGUARD HIGH SCHOOL
-73.99067508414987,40.72133873757399,LOWER E SIDE 1 HOUSES COMPLEX
-73.94758545160397,40.79980524225673,FOSTER PROJECTS BUILDING 4
-73.94868089488197,40.79374943239564,CPE 2NDARY SCHOOL
-73.98355208612475,40.719786232469765,STANTON STREET APARTMENTS
-73.97616815279194,40.722500021730795,RIIS 2 PROJECTS BUILDING 17
-73.99237114193461,40.71705331630664,45 ALLEN STREET HOUSES GARAGE
-73.97695675839404,40.72426749294521,LOWER EAST SIDE III BUILDING 2
-73.98640070033969,40.7125991352526,LA GUARDIA HOUSES BUILDING 7
-73.98764902627063,40.77298067655766,AMSTERDAM PROJECTS BUILDING 7
-73.98718595040215,40.77272343089283,AMSTERDAM HOUSES BUILDING 4
-73.9484109569495,40.81111505711892,ST NICHOLAS PROJECTS BLDG 6
-73.97716324160137,40.72456287043475,LOWER EAST SIDE III BUILDING 3
-73.93650779904046,40.79517107266276,JEFFERSON PROJECTS BUILDING 4
-73.93411274454633,40.845037131754395,WASHINGTON HEIGHTS REHAB IV (C)
-73.93781127618412,40.811912385977664,LINCOLN PROJECTS BUILDING 13
-73.97686396906232,40.742608887827515,KIPSBAY THEATRE
-73.93857117547502,40.78780554509281,E RIVER PROJECTS BUILDING 9
-73.9936415896726,40.750619076241314,THE THEATER AT MADISON SQUARE GARDEN
-74.00149500860206,40.748705176301925,CHELSEA PROJECTS BUILDING 1
-73.94528660685751,40.79886487941153,TAFT HOUSES BUILDING 6
-74.00216800695797,40.74238361851392,NYC MUSEUM SCHOOL
-73.98519501717769,40.77454883836079,MANHATTAN HUNTER COLLEGE HS FOR SCI
-73.95951734624087,40.765602215442996,MANHATTAN INTERNATIONAL HIGH SCHOOL
-73.9682030118548,40.78831945161722,BROWNSTONES HOUSES BUILDING 26
-73.98507160600424,40.77475055563758,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES
-73.98524267731571,40.77450864941102,HIGH SCHOOL FOR ARTS IMAGINATION AND INQUIRY
-73.94744846138298,40.81729471291741,MOTT HALL HIGH SCHOOL
-73.92636080613931,40.85562981334396,COLLEGE ACADEMY HIGH SCHOOL
-73.92626240523181,40.8557437578311,HS FOR MEDIA & COMMUNICATIONS
-73.92632341062846,40.855683989132054,HS FOR LAW & PUBLIC SERVICE
-73.92622294210308,40.85579604712403,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES
-73.93330986926665,40.845908577058296,WASHINGTON HTS I & II BLDG 2
-73.98107353868828,40.78044909261302,BEACON THEATRE
-73.93753546216954,40.79560900693286,JEFFERSON PROJECTS BUILDING 2
-74.0042758449557,40.74412038642024,FULTON HOUSES BUILDING 9
-73.99654904459304,40.73610179269746,13 ST THEATRE
-73.99416211691788,40.7259149536808,45 BLEECKER ST THEATRE
-73.9548866823541,40.816309603154245,MANHATTANVILLE HOUSES BUILDING 3
-73.94114858153722,40.787591195815196,EAST RIVER HOUSES BUILDING 2
-73.93707932783263,40.811234851012145,ABRAHAM LINCOLN HOUSES BLDG 9
-73.93349644867246,40.84517949733382,WASHINGTON HTS REHAB I & II BUILDING 1
-73.98176654763185,40.770981125874556,LINCOLN PLAZA CINEMAS
