longitude,latitude,name
-73.92200260237708,40.86091332622338,DYCKMAN SENIOR CENTER
-74.00022078726387,40.71008385639853,SMITH HOUSES BUILDING 6
-73.95218804302628,40.78928556341218,CARVER HOUSES BUILDING 2
-73.94916514528214,40.79968064799101,FOSTER PROJECTS COMPLEX
-73.97996918241884,40.765009387092064,CARNEGIE HALL FOR CONCERTS
-73.93425995431998,40.845104249155256,WASHINGTON HEIGHTS REHABS IV D
-73.92974755572264,40.79743310430778,WAGNER HOUSES BUILDING 1
-73.98777304348597,40.7579030362604,HAYES THTR
-73.99389046871339,40.758592821356466,LITTLE SHUBERT THEATRE
-74.00572711889915,40.74303486465723,HIGHLINE BALLROOM
-73.98839158947641,40.734880661457545,IRVING PLACE THEATRE
-73.93802250600866,40.846438625945815,UNITED PALACE THEATRE
-73.99331775617956,40.72041950163064,BOWERY BALLROOM
-73.9927427591866,40.769743400901625,TERMINAL 5
-73.99407781155989,40.752879323425724,HAMMERSTEIN BALLROOM
-73.98518868813785,40.762520228418495,GERSHWIN THEATRE
-73.94321825515148,40.82050986893369,DREW-HAMILTON PROJECTS BLDG 1
-73.99695394764551,40.72582116771208,ANGELIKA FILM CENTER
-73.98168809953829,40.77503835452388,LOEWS THEATRE LINCOLN SQUARE
-73.99445776653688,40.752364103431404,LOEWS THEATRE 34 ST
-73.97793965232177,40.71768905018172,BARUCH PROJECTS
-73.95404290925853,40.81858182739134,MANHATTANVILLE REHABS GROUP 3 BUILDING 2
-73.9433656965936,40.79811524577757,J W JOHNSON PROJECTS BLDG 4
-73.9570678587063,40.813183772484365,GENERAL GRANT PROJECTS BLDG 5
-73.98731839453819,40.71252109554151,LA GUARDIA HOUSES BUILDING 5
-73.94870140715821,40.81286123406591,ST NICHOLAS HOUSES BUILDING 8
-74.00550572594516,40.743349121391184,FULTON HOUSES BUILDING 4
-73.94203553429827,40.795845468432105,J W JOHNSON PROJECTS BLDG 9
-73.94908712289107,40.79217199412203,CARVER HOUSES BUILDING 11
-73.98863085437522,40.757029677283604,REGAL E-WALK STADIUM THEATRE
-73.96632125643053,40.80174806838075,ABSW SENIOR CITIZENS CENTER
-73.9423857726714,40.821541170324494,DREW-HAMILTON CHILD CLINIC
-73.9629579333032,40.79709952309595,F DOUGLASS PROJECTS BLDG 8
-73.94256306950207,40.78674656615991,METRO NORTH HOUSES BUILDING 3
-73.92157387661129,40.861843093627044,DYCKMAN HOUSES BUILDING 7
-73.98637770602598,40.76386272725584,RADIO CITY POST OFFICE
-73.9886653747688,40.77331046038143,AMSTERDAM PROJECTS BUILDING 12
-73.95264816035235,40.78985610375527,KLINGENSTEIN CENTER
-73.94055289076651,40.82038848856557,DREW HAMILTON PROJECTS BLDG 5
-74.00104491303657,40.74927545042215,ELLIOTT HOUSES BUILDING 4
-73.98973105553053,40.73855753122104,AMC 19 ST EAST THEATER
-73.99024220355759,40.73075726844528,AMERICAN MIME THEATRE
-73.98696777486224,40.75996937813426,BROOKS ATKINSON THEATRE
-73.93555476973505,40.853113678557186,AGUDATH MORIAH LUNCHEON
-73.93846272803324,40.8268512584312,HARLEM RIVER II PROJECTS COMPLEX
-73.92289420901727,40.866137520101105,INWOOD POST OFFICE
-73.94956718934019,40.79155792019677,CARVER PROJECTS BUILDING 8
-73.94995256274464,40.79247428415961,CARVER PROJECTS BUILDING 10
-73.93860406015271,40.82687191092169,HARLEM RVR 2 HOUSES BLDG 1
-73.93781040145183,40.810969511811834,LINCOLN PROJECTS BUILDING 11
-73.94227431601843,40.79674762966047,J W JOHNSON PROJECTS BLDG 10
-73.90869424362405,40.874477306464826,MARBLE HILL PROJECTS COMPLEX
-73.97964408116799,40.74098551478954,STRAUS HOUSES
-73.90884130631993,40.874669128117766,MARBLE HILL PROJECTS BLDG 1
-73.93793759022904,40.794173761101774,JEFFERSON PROJECTS BUILDING 8
-73.94688655640591,40.798741092233456,TAFT HOUSES BUILDING 3
-74.00399988122216,40.74328016623008,FULTON PROJECTS COMMUNITY CENTER
-73.94670780900995,40.787836701131496,WASHINGTON PROJECTS BLDG 7
-73.95351021516905,40.81877056691055,MANHATTANVILLE REHABS GROUP 2 BUILDING 2
-73.98781036789914,40.725690392032924,PS 751
-73.93359324086097,40.84604503054513,WASHINGTON HTS I & II BLDG 3
-73.98455826359472,40.75778217795047,LYCEUM THEATRE
-73.93571758340366,40.825602887032844,HARLEM RIVER PROJECTS BLDG 7
-73.99223166337704,40.73385404858418,VILLAGE TEMPLE
-73.98200205535176,40.718172488734716,SAMUEL GOMPERS HOUSES
-73.9918267184455,40.75782369607595,TIMES SQUARE POST STATION
-73.96120847809156,40.76539569322232,BEEKMAN THTR
-73.9779119114442,40.780230542135016,CLUB 76 SENIOR CENTER
-73.95635882492408,40.81277875919454,GRANT PROJECTS COMPLEX
-73.92314445053637,40.866021624913046,RAIN INWOOD SENIOR CENTER
-73.96380715889416,40.79726042482058,DOUGLASS PROJECTS BUILDING 9
-73.98451264597486,40.73189814717063,NY EYE AND EAR
-73.98919588921424,40.73174703628433,WEBSTER HALL
-73.99221111778948,40.7293031928076,ASTOR PL THEATRE
-73.95177724300362,40.796743352242004,THE HARLEM MEER IN CENTRAL PARK
-73.9338296871024,40.84566790659523,WASHINGTON HEIGHTS REHABS I & II
-73.96702558243739,40.79810965970182,DOUGLASS 2 PROJECTS BLDG 15
-73.94477395717107,40.78115680733494,ISAACS HOUSES BUILDING 1
-74.02043804276283,40.690830566068314,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL
-73.9522910771542,40.80433374989377,TAFT REHABS
-73.95248428483426,40.80607784448511,GRAMPION
-73.963424750372,40.7963827371291,F DOUGLASS HOUSES I BLDG 16
-73.93858819069068,40.83095977134997,POLO GROUNDS TOWERS BLDG 3
-73.99012162927487,40.7115809906857,RUTGERS HOUSES BUILDING 3
-73.96429126610427,40.79605000172396,F DOUGLASS 1 HOUSES BLDG 6
-73.93938660005539,40.79561514865015,JEFFERSON HOUSES BUILDING 18
-73.9870271117557,40.75958795540227,SONY HALL
-73.94363792601796,40.78967017119862,GAYLORD WHITE HOUSES
-73.9796340656143,40.77703017688629,HARGRAVE SENIOR CENTER
-73.98872527356934,40.73163015296769,AMC THEATRE VILLAGE
-73.955521538215,40.81556250523288,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS
-73.95192587096757,40.806019243681014,DEMOCRACY PREP HARLEM HS
-73.91859368585214,40.86543777435239,INWOOD ACADEMY FOR LEADERSHIP CHARTER HIGH SCHOOL
-73.9832660789174,40.76322011663414,BROADWAY THEATRE
-74.0005834836658,40.73011152709331,PLAYERS THEATRE
-73.96496773459533,40.76595150128675,BLACKFRIARS REPERTORY THEATRE
-73.96605142096708,40.76184410906476,"CINEMA 1, 2  & 3 THEATRES"
-73.9825488657422,40.74170329217084,GRAMERCY ARTS THEATRE
-73.98567427417578,40.71266970399052,LA GUARDIA HOUSES BUILDING 9
-74.00383121903809,40.743752611089974,FULTON PROJECTS BUILDING 8
-73.93787060690937,40.831054558742245,POLO GROUNDS TOWERS
-73.98605478389409,40.72369348564141,FIRST PROJECTS
-73.94655710533186,40.78761071072688,WASHINGTON
-73.98300831735429,40.77289237146925,AVERY FISHER HALL LINCOLN
-73.96089114319689,40.79466851854705,CENTRAL PARK POOL
-73.9687608196375,40.77986047689078,CENTRAL PARK BELVEDERE LAKE
-73.97289432924629,40.776857509927794,THE CENTRAL PARK LAKE
-74.00144396304705,40.711367053173504,URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT
-73.9399506789045,40.78911888383826,WILSON HOUSES BUILDING 1
-74.00442272243323,40.743650045399534,FULTON PROJECTS COMPLEX
-73.98723988977368,40.7730436165525,AMSTERDAM PROJECTS COMPLEX
-73.98101881901424,40.71462197775451,HILLMAN HOUSES
-73.9842982879171,40.762044691529994,CIRCLE IN THE SQ THEATER
-73.94978138672887,40.79735651005418,BETHEL CHRISTN TMP
-74.01100693662084,40.717630312658116,INDEPENDANCE PLAZA SENIOR CENTER
-73.95344105037486,40.778275094535026,86 ST THEATRE
-73.9958884002554,40.76133032579028,BEACON HS
-73.954152473281,40.80368660121757,MORNINGSIDE POST OFFICE
-73.97334183296284,40.72514986576392,JACOB RIIS PROJECTS BLDG 6
-73.97420871949922,40.72549928800153,RIIS PROJECTS BUILDING 2
-73.97399288010388,40.72497091823466,RIIS I HOUSES BUILDING 8
-73.97503074115649,40.724464632674035,RIIS HOUSES BUILDING 9
-73.97354468370139,40.72461904406359,JACOB RIIS PROJECTS BLDG 7
-73.9746445209193,40.724020519388716,RIIS I PROJECTS BUILDING 11
-73.97455521659774,40.72512472164284,RIIS PROJECTS BUILDING 1
-73.9740165304234,40.723988532050846,JACOB RIIS I PROJECTS BLDG 12
-73.98281607215036,40.76834840438105,THE ALLEN ROOM
-73.98285757748766,40.76840135218931,DIZZYS CLUB COCA-COLA
-73.98001752600817,40.721598939515275,NENA NEAR D AV
-73.93008626005016,40.860950070071546,CITY COLLEGE ACADEMY OF THE ARTS
-74.01244415393691,40.708923967928044,LEADERSHIP & PUBLIC SERVICE H S
-73.9698121330316,40.79146464666894,BROWNSTONES HOUSES BUILDING 1
-73.96986867836826,40.79148497136751,BROWNSTONES HOUSES BUILDING 2
-73.96991946271109,40.79153127348529,BROWNSTONES HOUSES BUILDING 3
-73.96998284067865,40.791560692668845,BROWNSTONES HOUSES BUILDING 4
-73.9700499563423,40.79156921219353,BROWNSTONES HOUSES BUILDING 5
-73.9702340338987,40.7916461321082,BROWNSTONES HOUSES BUILDING 8
-73.97027969980081,40.791674483773306,BROWNSTONES HOUSES BUILDING 9
-73.9703421448206,40.79170531944499,BROWNSTONES HOUSES BUILDING 10
-73.9918219147884,40.71137164091024,RUTGERS HOUSES BUILDING 2
-73.93643768568754,40.82592700071202,HARLEM RIVER HOUSES BLDG 3
-73.93076614646343,40.79791660894024,WAGNER HOUSES BUILDING 3
-73.97732674150384,40.71626061053977,BARUCH HOUSES BUILDING 5
-73.94963116806444,40.78740649388479,LEXINGTON HOUSES
-73.99440210201041,40.73122333898141,NEW YORK UNIVERSITY CANTOR FILM CENTER
-74.00001719471956,40.73079201711576,PROVINCETOWN THTR
-73.99764831952807,40.732053754261486,SENIOR CENTER ON THE SQUARE
-73.99418761418657,40.75291145029285,MANHATTAN CENTER AUDITORI
-73.99973752340391,40.74607267467478,SVA THEATRE
-73.95709471338357,40.76677873281636,LENOX HILL SENIOR CENTER
-73.97793255874626,40.718603655453435,BARUCH HOUSES BUILDING 10
-74.00370690838662,40.74404232131642,FULTON PROJECTS BUILDING 10
-73.97856987968716,40.71767283735978,BARUCH HOUSES BUILDING 11
-73.9331998195709,40.794203592273796,MANHATTAN CENTER-SCIENCE&MATH
-73.99003465356788,40.726628383596584,WORK SHOP PLAYERS
-73.97011053567913,40.79160111011795,BROWNSTONES HOUSES BUILDING 6
-73.97016645946134,40.79162131707368,BROWNSTONES HOUSES BUILDING 7
-73.94212308174797,40.83325154330759,JUSTICE THURGOOD MARSHALL PLAZA
-73.92114571994303,40.86212535156154,DYCKMAN HOUSES BUILDING 8
-73.93912505215455,40.80320782299627,PARK AVE-E 122 STREET BLDG 1
-73.93729310422219,40.804085560124534,PATHMARK E 125 ST
-73.9433499820476,40.78728382604818,METRO NORTH PROJECTS
-73.94781722687327,40.80392328886744,TAFT REHABS BUILDING 4
-73.99222272975139,40.71665422218477,45 ALLEN STREET HOUSE
-74.00913376621607,40.74531986885281,CHELSEA PIERS GOLF CLUB
-73.96836383161612,40.78839725317715,BROWNSTONES HOUSES BUILDING 29
-73.97637841095295,40.72105380731258,LILLIAN WALD PROJECTS BLDG 6
-73.9718164134901,40.749988701951494,PARKMED PHYSICIANS
-73.97930851485685,40.71710963408085,BARUCH HOUSES ADDITION HOUSES
-73.93600458583778,40.80026377461284,ODYSSEY HOUSE HARBOR
-73.9784671881214,40.71377930150451,EAST RIVER HOUSING
-73.97698249547109,40.73995498630265,344 E 28TH STREET HOUSES
-73.98816460774663,40.77320063138954,AMSTERDAM PROJECTS BUILDING 9
-73.98431921734793,40.77367138185137,NEWHOUSE THEATRE
-73.96971827543275,40.79184901401195,94 STREET HOUSES
-73.98449348237199,40.77374354142202,LINCOLN CENTER THEATER
-73.94784025660276,40.83273956286493,TRINITY CHURCH CEMETERY RIVERSID
-73.94449971133277,40.79837545697139,TAFT HOUSES BUILDING 7
-73.98800315121525,40.757994352862106,ST JAMES THTR
-73.98812703550506,40.758066152894806,JUJAMCN THTRE(8AV)
-73.94291488516083,40.831102515171885,AUDABON APARTMENTS
-73.9698717366123,40.79823464154253,DOUGLASS REHAB BUILDING 1
-73.98638129988613,40.73096604116064,VILLAGE EAST THEATRES INC
-73.9541879427867,40.779518992135934,AMC LOEWS ORPHEUM THEATER 3 AVE
-73.94094666201883,40.806130172867924,HARLEM CHILDRENS ZONE PROMISE ACADEMY II HIGH SCHOOL
-74.01209530841558,40.70843954903403,TRINITY CEMETERY TRINITY PL
-73.98907525766064,40.761234999228535,ACTORS TEMPLE
-73.93429782019895,40.84516119207699,WASHINGTON HEIGHTS REHAB IV BUILDING 4
-73.9433715319056,40.78785649003821,HOBBS COURT BUILDING
-73.94441103795009,40.786320231569555,CIENA BUILDING
-73.9870176856282,40.723010631138585,MAX MELTZER TOWER
-73.96916688119786,40.789211665790745,BROWNSTONES HOUSES BUILDING 23
-73.97442649074812,40.78591505417204,F MACCOURT HIGH SCHOOL
-73.97423435670483,40.7858388011411,THE GLOBAL LEARNING COLLABORATIVE HS
-73.97413458990613,40.785801292345475,INNOVATION DIPLOMA PLUS HS
-73.94128690495542,40.79558945410193,JEFFERSON PROJECTS BUILDING 12
-73.93648998326086,40.8325597200682,RANGEL PROJECTS BUILDING 2
-73.9462863514814,40.81257397821116,ST NICHOLAS PROJECTS BLDG 13
-73.98118830599208,40.72227765750313,BRACETTI PLAZA HOUSES
-74.00094661550776,40.74844498872617,CHELSEA HOUSES BUILDING 2
-73.98695808158743,40.774716983147,AMSTERDAM HOUSES ADDITION
-73.94175532010432,40.80661579511361,THE NATIONAL BLACK THEATRE
-73.93685450831987,40.81879016608366,BETHUNE TOWERS
-74.0049396414223,40.72472114061281,CHELSEA CAREER & TECHNICAL EDUCATION HIGH SCHOOL
-73.93646560712772,40.82123882458782,A PHILIP RANDOLPH SENIOR CENTER
-74.00493610631062,40.72461129602258,NYC ISCHOOL
-73.99596195631943,40.729453383546456,NEW YORK UNIVERSITY FREDERICK LOEWE THEATRE
-73.972245554019,40.790171473975214,STEPHEN WISE TOWERS BLDG 3
-73.94700158837456,40.799363934384694,TAFT PROJECTS BUILDING 4
-73.93752556782076,40.833094372253235,RANGEL PROJECTS BUILDING 4
-73.96794008405391,40.78872517260513,BROWNSTONES HOUSES BUILDING 12
-73.97352353698678,40.78921422067321,WSUR SITE C 589 AMSTERDAM AVE HOUSES
-73.94013231939766,40.81773116490293,PUBLIC SCHOOL 139 HOUSES
-73.94553560459747,40.79378968202296,CLINTON HOUSES BUILDING 8
-73.94519057009475,40.78125607252559,ISAACS HOUSES COMMUNITY CENTER
-73.9857294582357,40.71350591395013,MS/HS 292
-73.96305947989752,40.81341582367016,GRANTS TOMB
-73.94931619197425,40.78737879589187,LEXINGTON HOUSES BLDG 3
-73.98581796265101,40.72596291152816,VILLAGE VIEW CO-OP BUILDING 1
-73.98506371825202,40.72563527336847,VILLAGE VIEW CO-OP BUILDING 2
-73.93940395532248,40.80285022056822,PARK AVE-E 122 ST BLDG 2
-73.98483543302116,40.7247468632472,VILLAGE VIEW CO-OP BUILDING 3
-73.98571970948213,40.72495816833939,VILLAGE VIEW CO-OP BUILDING 4
-73.9864070195226,40.72551816290357,VILLAGE VIEW CO-OP BUILDING 5
-73.98694581215169,40.724691549898516,VILLAGE VIEW CO-OP BUILDING 6
-73.98735460727819,40.72416146648221,VILLAGE VIEW COOPERATIVE BLDG 7
-73.94753437410111,40.79571211480221,LEHMAN VILLAGE SENIOR CENTER
-73.93805661227445,40.83709435935697,WASHINGTON HEIGHTS III BLDG 5
-73.90736009516033,40.876904585124414,MARBLE HILL HOUSES BUILDING 11
-73.96824052316342,40.788814803840275,BROWNSTONES HOUSES BUILDING 17
-73.9692318496866,40.78925227331985,BROWNSTONES HOUSES BUILDING 24
-73.9692163610304,40.78842389220302,BROWNSTONES HOUSES BUILDING 31
-73.98868278312781,40.716865020359684,SEWARD PARK EXTENSION HOUSES BUILDING 3
-73.94209349071541,40.83332311429052,MARY MCLEOD BETHUNE SENIOR CENTER
-73.95702035576203,40.81349754995062,GRANT HOUSES GARAGE
-74.00638955780519,40.72888683632219,P S 721
-74.00632909504569,40.72922668260645,CITY AS HS
-74.01610114968189,40.705391787479634,WILD CAT CHARTER
-73.94410597358498,40.80653970844178,HARLEM VILLAGE ACADEMY HS
-73.98614205554296,40.76009747054456,BARRYMORE THEATRE
-73.9407247230897,40.81847328151809,SAMUEL (MHOP) I
-73.93948657204429,40.81951791249569,SAMUEL MHOP III HOUSES
-73.94002374441281,40.816926337467095,SAMUEL MHOP II HOUSES
-73.9385869033649,40.82000888742077,FREDERICK SAMUEL APARTMENTS
-73.93211272894594,40.79963278113452,WAGNER PROJECTS COMPLEX
-73.98447158647865,40.76306315277375,NEIL SIMON THTR
-73.93038854956497,40.799292350702494,WAGNER PROJECTS BUILDING 10
-73.95242163997895,40.80436967475513,TAFT REHABS SENIOR CENTER
-73.999254608064,40.71040525394487,GOVERNOR SMITH HOUSES
-73.99669812528218,40.709505536609996,SMITH PROJECTS BUILDING 1
-73.9647837263375,40.7971325250148,DOUGLASS I HOUSES BUILDING 10
-73.98042940806131,40.72336019703821,LOWER E SIDE II HOUSES BLDG 2
-73.9562941210343,40.812424355325966,GRANT PROJECTS BUILDING 6
-73.97533624395714,40.785891072034815,154 W 84TH STREET HOUSES
-73.94730570010694,40.79420779060011,LEHMAN VILLAGE GARAGE
-73.9767774727571,40.72456171524119,LOWER EAST SIDE III BUILDING 1
-73.96683448556978,40.79731166965567,REYNOLDS HS
-73.98678126263867,40.76031470926435,SAMUEL J FRIEDMAN THEATRE
-73.98591292375185,40.760411314172664,LONG ACRE THEATRE
-73.98493795649148,40.75587449038715,HENRY MILLER THTR
-73.9509541285609,40.79381101257221,CENTRAL PARK DIALYSIS CENTER
-73.94377748746892,40.798629800621185,LA MARQUETA COMPLEX
-73.93965795071816,40.79495211666589,JEFFERSON PROJECTS BUILDING 11
-73.97734085834415,40.78672136844471,AMC LOEWS 84 ST THEATRE
-73.93798473946734,40.83706629767807,WASHINGTON HTS 3 BLDG 4
-74.00155579188161,40.711388902262264,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING
-73.97432732244302,40.7858704318858,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS
-74.00436228010118,40.726480487863185,SOHO PLAYHOUSE
-74.00295470555584,40.72234477258637,PERFORMANCE GROUP
-73.97974414445727,40.763134860587904,ZIEGFELD THEATER
-73.93368337445855,40.845763116538805,WASHINGTON HTS REHAB I & II BUILDING 4
-74.0028073827447,40.73043835024217,OUR LADY OF POMPEII SENIOR CENTER
-73.93177391683449,40.79919812033627,WAGNER HOUSES BUILDING 8
-73.98893467606226,40.724739600485314,N Y C MARBLE CEMETERY
-73.94011125742435,40.786630593870065,E RIVER PROJECTS BUILDING 10
-73.9856872585707,40.76067885763851,KERR THEATRE
-73.97927713881617,40.723135842636395,LOWER E SIDE 2 BUILDING 4
-73.93233031732433,40.80087804646459,WAGNER HOUSES BUILDING 20
-73.95681097960043,40.81635439005474,MANHATTANVILLE PROJECTS BLG 1
-73.94537926050417,40.78979623682202,WASHINGTON HOUSES BUILDING 13
-73.94053433862155,40.83923632877838,SHABAZZ CENTER MALCOLM X & DR BETTY SHABAZZ EDUCATION & RESEARCH CENTER
-73.9902129876132,40.76870888439653,HARBORVIEW TERRACE BUILDING 1
-73.93403287293356,40.845390111501175,WASHINGTON HTS REHAB I & II BUILDING 5
-73.93690255000283,40.79714029516044,EDWARD CORSI HOUSES
